family,label,model,psg,n_sentences,mean_drift,max_drift,std_drift,total_drift,path_length,directedness,mean_surprisal,max_surprisal,std_surprisal,n_tokens,token_mean_drift,token_max_drift,token_diameter,token_path_length,token_directedness,metonymy_idx,token_metonymy_idx
dreams,dream,dream,"I was annoyed with my mother because, after having left my marriage, I was expecting a daughter from this marriage. I entered her house casually because I was embarrassed and self-conscious. I wore a dress stamped, ""The Future Mother."" I tried to cover up my embarrassment casually, reproaching her for having had so many children. I said, ""Why should anyone want more children, as the cost of living is so expensive? To have one child more would be expensive because we are so poor."" She told me that it was clear that I wanted a man. Then the man and I could be a couple.",6,0.5083,0.6484,0.1149,0.8944,2.5416,0.3519,3.3093,13.3127,2.5223,123,0.0395,1.2095,1.315,4.8227,0.2727,0.2703,0.3974
dreams,dream,dream,"At some kind of pool party when its revealed that there are flesh eating parasites in the pool. I escape and run into the house. I see my friend/enemy (because he had stolen my GF) in the bathroom brushing his teeth. We all need to escape the house for some reason, but he isn't rushing. he has to pee. I got into the bathroom and pull his pants down and guide his tool so he can pee while brushing his teeth. I take my clothes off. I jerk us off together. People see me naked with sticky substance on my skin, they think it's my GF's juices. Nasty.",9,0.6867,0.9519,0.1799,1.1137,5.4934,0.2027,3.7665,11.8527,2.8767,127,0.0159,0.1256,0.2802,2.0086,0.1395,0.2957,0.0744
dreams,dream,dream,"I'm in the Baten Kaitos world; the island of Diadem. Long streets of cobblestone, sprawl along the walls of a castle, all of which are steeped in thick billowy mist. Kalas and Savyna We're talking about how best to enter the castle; I can hear the video game score playing as we talk. I suggest that we search for a path under the fountain near one of the bakeries. As we lift a statue from the fountain, I can sense the grain of the metal, the dirtiness of waters that appear pristine. I'm helping Savyna lower Kalas into the tunnel just as he disappears. I awake.",6,0.7677,0.856,0.0873,0.865,3.8387,0.2253,4.2335,12.2524,3.062,137,0.0256,0.2506,0.523,3.485,0.1501,0.2043,0.1235
dreams,dream,dream,"I was laying on my back in bed napping, and I thought I was still awake, but I was dreaming. I thought I heard people outside my window, and it was when I thought I was touching myself, so it seemed like they saw me through an open curtain. Frank came in and said a few things and I told him to get out very rudely. Then suddenly my mom was in the hall and she was here to visit on my day off. She was yelling and slamming things and I knew it was a dream, so I tried to wake up but I could barely move. I struggled to open my eyes and look up at my Saturn painting but I think I actually did, and I raised my hand to my nose and tried breathing with it plugged and dreamed that I could still breathe. Then I slapped myself in the face a few times, struggling to yell ""wake up"" at myself. I seemed to finally wake up.",8,0.6135,0.7669,0.0678,0.9709,4.2946,0.2261,3.1915,15.8451,2.8512,189,0.0184,0.4529,0.5043,3.4582,0.1458,0.3042,0.158
dreams,dream,dream,"I once dreamed I only had one more day to live. I remember it made me very concious of how I wanted to spend my remaining time. When someone asked me if I wanted to attend a party, I thought of what the last party I attended was like. People making small talk, greasy meatballs, and people drinking more than they should. When the next person I saw asked me If I wanted to hang out - I asked why? I decided to spend my remaining time with people I loved because I realized how temporary this realm is. It made me sad but hopeful.",7,0.6746,0.8715,0.1137,0.9469,4.0477,0.2339,3.2707,14.4783,2.7547,117,0.0326,0.3905,0.6793,3.785,0.1795,0.2895,0.2077
dreams,dream,dream,"There was going to be an opening to the next stage. I went to the roof, but everything turned cold. The robot froze. My companions, they gave in to the cold. The snowstorm was so ferocious, I gave my blue jacket to a companion, but he froze. I took it from him and put it on. He was gone. I figured with my fleece and that jacket, I'd be fine. The old woman walked out, then froze. I felt bad, but she went without complaint. Then, I walked to a portal and faced the final boss in a Halo (video game) multiplayer map-like arena. It was gray and had cube-like spires. I beat it and got my ranking. But it was real life. I was near the top, but not the best. I was yellow, the best was orange on the scale. Very aggressive amateur. About 1192 out of 1800. I was angry that I should have gotten a higher score. Only one or two was better than mine.",20,0.771,0.9843,0.1538,1.0632,14.6497,0.0726,3.601,13.9678,2.6337,209,0.036,1.801,1.829,7.485,0.2444,0.2953,0.5079
dreams,dream,dream,"I'm putting together a photo album to mail to David. It's taking me quite a while to cull the images I want to send him. I feel like I'm working on this all night, quite literally, like I was really making this gift in my dreams. As I'm doing this, I'm also cleaning a new home I've moved into, cleaning out a small tub for bathing dogs. Em used it and left it dirty. I'm taking pictures of the new house to send to David. Old pictures and papers are hanging on the windows and need to be taken down. There are a lot of windows but also a wall of cabinets that haven't been fully cleaned. I want to throw out an old broken barometer (looks like a clock) but I feel like i have to ask Mike permission first to take it down.",9,0.6752,0.9255,0.1749,1.0174,5.4014,0.1884,3.504,11.8917,2.7504,169,0.0356,1.0719,1.415,5.983,0.2365,0.2904,0.4038
dreams,dream,dream,"I had a dream. I dreamt that we were in the back yard and that Lucy and Robert were planning to buy a house, and we had several rows of chairs set up in the back yard. And Lucy and Robert were looking in the window of our house, and they were going to tell the people in the back row, who were going to tell the people in the next row, who were going to tell the people in the next row until it got all the way to the front row, about the comments about our house. And it was supposed to be like a communication system without them having to yell. That was weird. And then I dreamt that we were in this hotel and this guy was kind of like overstaying his welcome. He didn't check out or something. And he wasn't supposed to be in that certain room. So they took him and they were going to take him to another room, and the other room was like a dark cellar thing like an elevator shaft, and they just threw him down the elevator shaft, and he went, ""Ahhhhhhhhhhhhhh….."" And then I woke up.",9,0.6192,0.845,0.1803,1.0353,4.9537,0.209,2.6422,11.7534,2.3164,229,0.0626,1.4834,1.7494,14.2799,0.1225,0.3918,0.6621
dreams,dream,dream,"Erik dug up a huge animal skull in the front yard of this house. It had a large mouth and long snout, with big pointy teeth and huge eye socket holes. I don't know where the house came from but we were sheltered in it. The power was out for good and the only thing that worked were cars and airplanes. you could see a million stars. I don't remember if cell phones worked. There were so many people in the house and the yard, but they were faceless (i have no idea who they were). You could see the city in the distance from the backyard, by moonlight. It was dark, no lights on anywhere.",9,0.8167,0.9971,0.152,1.0475,6.5337,0.1603,3.295,13.6937,2.7943,136,0.0218,0.1396,0.5073,2.9368,0.1727,0.3179,0.154
dreams,dream,dream,"My dream was set at the Robert F. Kennedy assassination, in that same room. Barack was at the podium. He finished speaking and stepped down from the podium and began his exit, everything as it had been at the RFK assassination – at least as I have seen it portrayed in films. As Barack walked through the narrow path which security had made through the crowd, a man lunged forward and shot and killed him. The moment I woke up, I felt overwhelmed by futility and profound frustration. I felt terrible for the people whose hopes had been shattered, with no recourse.",7,0.6315,0.9103,0.1479,0.9393,3.7891,0.2479,3.5297,12.5771,2.7252,116,0.0188,0.1712,0.2827,2.1619,0.1308,0.2661,0.0801
dreams,dream,dream,"(past life dream) In my dream, there is an ordinary house. One wall has collapsed, and there is an entrance to a ruined, uninhabited part of the house that no one suspected was there. The space opens and becomes larger. I turn into a seven- or eight-year-old boy, as if I am living a former life. My curiosity has led me to enter that space. I see that some repair is going on. The floor is covered with an even layer of sand, and there is an altar and candles. A man looking like the Frankenstein monster, but with some gleams of feeling, is working on the wall with a mallet. He is a guard. He tells the boy that he can not enter yet. The boy moves toward the altar anyway. The guard yells ""Stop!"" ""Danger!"" The guard runs after the boy, making him leave the space. The boy is frightened and runs to his parents' home.",13,0.7448,0.8969,0.1164,1.0841,8.9374,0.1213,3.1718,11.2831,2.5181,195,0.0958,1.7746,1.9021,18.5873,0.1023,0.3418,0.5997
