subset,category,blt_bits_per_char,text_len,text_preview
Gutenberg (PG-19),individual,1.2131279467466571,427876,"    Produced by Nick Hodson of London, England     Harley Greenoak's Charge, by Bertram Mitford.  __"
Gutenberg (PG-19),individual,1.4827282647017077,641686,"    Produced by Thiers Halliwell, Sonya Schermann and the Online Distributed Proofreading Team at ht"
Gutenberg (PG-19),individual,2.160004170206475,606359,"   Produced by David Widger      NORTHERN LIGHTS, Complete  By Gilbert Parker         CONTENTS      "
Ubuntu IRC,individual,1.608681585906835,748,"#ubuntu-boot 2007-02-12 <ronaldo_> hello all, I don't know if it's a topic to be discussed here, but"
Gutenberg (PG-19),individual,1.5095555899528812,494608,    Produced by Chuck Greif and the Online Distributed Proofreading Team at http://www.pgdp.net (Thi
Gutenberg (PG-19),individual,1.5869652825575051,91077,    Produced by Carol Brown and the Online Distributed Proofreading Team at http://www.pgdp.net (Thi
Ubuntu IRC,individual,1.9364332530014596,2821810,#ubuntu-devel 2004-11-08 <mdz> Kamion: nice! <thom> Kamion: very cool <mdz> https://bugzilla.ubuntu.
Gutenberg (PG-19),individual,1.5166173666551837,497148,"    Produced by Chris Curnow, Charlie Howard and the Online Distributed Proofreading Team at http://"
Ubuntu IRC,individual,2.101906468916075,45667,#ubuntu-jp 2011-01-24 <Emmanuel_Chanel> ããã«ã¡ã¯ï¼ <amigojapan> hello Emmanuel_Chanel <Emman
Gutenberg (PG-19),individual,1.5028740604383923,119417,"    Produced by Malcolm Farmer, Richard J. Shiffer and the Online Distributed Proofreading Team at h"
Gutenberg (PG-19),individual,1.4432521964857563,903305,    Produced by Delphine Lettau and the Online Distributed Proofreading Canada Team at http://www.pg
Gutenberg (PG-19),individual,1.606975062176014,39548,    Produced by Bryan Ness and the Online Distributed Proofreading Team at http://www.pgdp.net (This
Gutenberg (PG-19),individual,2.1971320306259092,1571158,"    Produced by the Mormon Texts Project (MormonTextsProject.org), with special thanks to Villate Br"
Gutenberg (PG-19),individual,1.8732222837991686,424457,"    Produced by David Garcia, Mary Meehan and the Online Distributed Proofreading Team at http://www"
Gutenberg (PG-19),individual,2.128235320914801,1310616,"  E-text prepared by Julie Miller, Turgut Dincer, and the Online Distributed Proofreading Team (http"
Gutenberg (PG-19),individual,3.2496471137957474,132091,"    Produced by Shaun Pinder, Charlie Howard, and the Online Distributed Proofreading Team at http:/"
Gutenberg (PG-19),individual,1.2850546397635263,352661,    Produced by Mardi Desjardins & the online Distributed Proofreaders Canada team at https://www.pg
Gutenberg (PG-19),individual,2.098533226770509,82342,    Produced by Tonya Allen and Project Gutenberg Distributed Proofreaders. This file was produced f
Ubuntu IRC,individual,1.4481980127961795,13040,#ubuntu-ngo 2010-05-31 <dholbach> good morning <dholbach> czajkowski: when is the next meeting? <dho
Gutenberg (PG-19),individual,2.7742400714345163,343924,"  E-text prepared by David Garcia, Roger Frank, Sam W., and the Online Distributed Proofreading Team"
Gutenberg (PG-19),individual,1.6769195825263437,495208,    Produced by Katherine Ward and the Online Distributed Proofreading Team at http://www.pgdp.net (
Gutenberg (PG-19),individual,1.7612705979961873,238093,"    Produced by Chris Curnow, Keith Edkins and the Online Distributed Proofreading Team at http://ww"
Gutenberg (PG-19),individual,1.788447024714359,199304,"    Produced by KD Weeks, Charlene Taylor and the Online Distributed Proofreading Team at http://www"
Gutenberg (PG-19),individual,1.2567563129561254,515651,"    Produced by Malcolm Farmer, Stephen Blundell and the Online Distributed Proofreading Team at htt"
Ubuntu IRC,individual,3.199374214897739,63046,#ubuntu-us-oh 2011-10-10  * Cheri703 is alive! just still hdd-less for server to set up quassel agai
Gutenberg (PG-19),individual,2.9168858839819123,337957,"    Produced by Al Haines         [Frontispiece: ""Peccavi.""]       Rebellion    By    Joseph Medill "
Ubuntu IRC,individual,1.7536772911652398,76723,"#ubuntu-gnome 2013-05-20 <erle-> are you guys doing the 3.8 ppas? <Linkeichi> Excuse me, some can he"
Ubuntu IRC,individual,2.2543700664145945,36651,"#ubuntukylin-devel 2013-08-26 <ypwong> JackYu, ping <JackYu> ypwong, pong <ypwong> JackYu, beta1 æ³"
Gutenberg (PG-19),individual,1.3924049484970804,75319,"    Produced by Charles Bowen, page scans provided by Google Books      Transcriber's Notes:    1. P"
Gutenberg (PG-19),individual,1.3650292181831667,31473,"  Transcribed from the [1860?] T. Goode edition by David Price, email ccx074@pglaf.org              "
Gutenberg (PG-19),individual,1.7672947648908455,69916,"    Produced by David Edwards, Josephine Paolucci and the Online Distributed Proofreading Team at ht"
Gutenberg (PG-19),individual,1.31186573626029,337404,"    Produced by Giovanni Fini, David Edwards and the Online Distributed Proofreading Team at http://"
Ubuntu IRC,individual,1.6933887207422718,11930,#ubuntu-tour 2010-12-06 <MichealH> I had a Idea for Dec 11th <MichealH> and 10 <MichealH> A Ubuntu T
Ubuntu IRC,individual,2.193422271021594,884196,"#ubuntu-si 2011-05-16 <nafisa> hahahahaha <nafisa> prevaru te je, a? <nafisa> sem vedla, da si se la"
Ubuntu IRC,individual,2.7958857802491064,8189,#ubuntu-laptop 2007-06-04 <thedeviantone> Has anyone been able to get flashplayer firefox plugin to 
Gutenberg (PG-19),individual,1.2206430332572205,130085,"    Produced by Bryan Ness, Stephen Blundell and the Online Distributed Proofreading Team at http://"
Ubuntu IRC,individual,3.6362721442985997,902429,#ubuntu-de 2011-09-19 <shakaponk> die hatte ich glaub ich nicht <Protector1981> dann noch sudo local
Gutenberg (PG-19),individual,3.2668877195632864,281930,"  E-text prepared by David Edwards, Barry Abrahamsen, and the Online Distributed Proofreading Team ("
Gutenberg (PG-19),individual,1.7182061691900157,555517,"    Produced by Linda Cantoni, Bryan Ness, and the Online Distributed Proofreading Team at http://ww"
Gutenberg (PG-19),individual,2.7740718684105756,414954,"    Produced by Larry B. Harrison, Charlie Howard, and the Online Distributed Proofreading Team at h"
Ubuntu IRC,individual,1.533691450428931,79433,"#ubuntu-manual 2010-08-02 <humphreybc> heh, docbook made the ""hate"" wall at GUADEC. http://www.flick"
Ubuntu IRC,individual,1.9121763738461317,40744,#ubuntu-locoteams 2011-09-12 <dholbach> good morning <bkerensa> hi dholbach <bkerensa> dholbach: Can
Gutenberg (PG-19),individual,3.0924659373891705,284061,    Produced by David Widger from page images generously provided by the Internet Archive        THE
Ubuntu IRC,individual,1.615956772476615,44238,#ubuntu-us-fl 2011-04-04 <reya276> morning everyone <mhall119> morning reya276  <DammitJim> morning 
Ubuntu IRC,individual,2.66036555524381,348127,#ubuntu-touch 2012-12-21 <Ethernin> hey any of u guys in here? <Ethernin> what do u guys think of mu
Gutenberg (PG-19),individual,2.477403241654412,374686,"    Produced by Eric Eldred, Beth Trapaga and the Online Distributed Proofreading Team     EARLY LET"
Gutenberg (PG-19),individual,1.3142692280462869,1059729,"    Produced by Chris Curnow, Chuck Greif and the Online Distributed Proofreading Team at http://www"
Gutenberg (PG-19),individual,2.044291659575818,38855,    Produced by The Online Distributed Proofreading Team at http://www.pgdp.net (This file was produ
Ubuntu IRC,individual,2.0890694217541905,230842,#ubuntu-discuss 2013-01-01 <Gnea> hi <gotwig> Can I in theory upgrade directly from 11.10 to 12.10? 
Gutenberg (PG-19),individual,1.255610601557766,120616,"    Produced by Giovanni Fini, Shaun Pinder and the Online Distributed Proofreading Team at http://w"
Gutenberg (PG-19),individual,1.1369489397509345,171235,"    Produced by David Edwards, Katherine Ward, and the Online Distributed Proofreading Team at http:"
Gutenberg (PG-19),individual,1.5524996167107303,467127,"    Produced by Richard Prairie, Tiffany Vergon, Charles Aldarondo, Charles Franks and the Online Di"
Gutenberg (PG-19),individual,1.1690062442025266,679229,"    Produced by Sonya Schermann, Chuck Greif and the Online Distributed Proofreading Team at http://"
Gutenberg (PG-19),individual,1.7611631424316114,276775,    Produced by Bryan Ness and the Online Distributed Proofreading Team at http://www.pgdp.net (This
Gutenberg (PG-19),individual,1.7614837483675634,567394,"    Produced by Steven Giacomelli, Dianne Nolan, Jeannie Howse and the Online Distributed Proofreadi"
Gutenberg (PG-19),individual,3.0143557673920323,760780,"CHILDREN, NATURAL SCIENCE STORIES, POPULAR EDUCATION, DECEMBRISTS, MORAL TALES***   E-text prepared "
Ubuntu IRC,individual,2.5673215331703836,14037,#ubuntu-design 2012-01-23 <dholbach> good morning <czajkowski> wendar: https://wiki.ubuntu.com/Fosde
Gutenberg (PG-19),individual,1.4780236788784333,589922,    Produced by Charles Keller      THE UNSEEN WORLD AND OTHER ESSAYS  By John Fiske    Transcriber'
Ubuntu IRC,individual,1.8872135442756313,99,#ubuntu-phone 2012-09-05 <smartboyhw> Wow when will Ubuntu for Android will be released? Any code? 
Ubuntu IRC,individual,1.5537488875272691,149525,#ubuntu-quality 2013-08-05 <jibel> good morning <DanChapman> Good Morning all :-) <slickymaster> goo
Gutenberg (PG-19),individual,2.8848424945246944,571421,    Produced by Suzanne Shell and the Online Distributed Proofreading Team at http://www.pgdp.net   
Gutenberg (PG-19),individual,1.216416090493692,178315,"THE GERMAN OCEAN ALONG THE NORFOLK COAST***   Transcribed from the 1844 Matchett, Stevenson, and Mat"
Gutenberg (PG-19),individual,1.3030918714498687,129377,    Produced by D.R. Thompson      THE EVOLUTION OF THEOLOGY: AN ANTHROPOLOGICAL STUDY  ESSAY #8 FRO
Gutenberg (PG-19),individual,2.724574137071368,847372,"TECHNIQUE***   E-text prepared by Suzanne Lybarger, Brian Janes, Josephine Paolucci, and the Project"
Gutenberg (PG-19),individual,1.2703337272930744,354216,    Produced by Donald Cummings and the Online Distributed Proofreading Team at http://www.pgdp.net 
Gutenberg (PG-19),individual,1.40663820466848,462311,    Produced by The Online Distributed Proofreaders at http://www.fadedpage.net       [Illustration:
Gutenberg (PG-19),individual,1.5742448062430972,68563,"    Produced by Dagny, John Bickers and David Widger      A SIMPLE SOUL  By Gustave Flaubert     CHA"
Gutenberg (PG-19),individual,1.7005318556274414,375306,    Produced by James Rusk          ESSAYS ON RUSSIAN NOVELISTS  By William Lyon Phelps      I  RUSS
Ubuntu IRC,individual,2.6825500176340147,4161,#ubuntu-tw 2010-11-19 <fedo> æäººä¹ <vimholic> ???? #ubuntu-tw 2010-11-20 <dukelec> å¤§å®¶å¥½ï¼æ
Gutenberg (PG-19),individual,1.5956244101398278,123536,    Produced by The Online Distributed Proofreading Team at http://www.pgdp.net (This file was produ
Gutenberg (PG-19),individual,1.4594977833051648,682170,"    Produced by Charlene Taylor, Jennifer Linklater and the Online Distributed Proofreading Team at "
Gutenberg (PG-19),individual,1.752936434807523,548394,    Produced by The Online Distributed Proofreading Team at http://www.pgdp.net (This file was produ
Gutenberg (PG-19),individual,1.5994467709974143,6481919,    Produced by David Widger and Several Other Project Gutenberg Volunteers      THE ENTIRE PROJECT 
Gutenberg (PG-19),individual,1.4693091103884124,418772,"    Produced by Brian Coe, Paul Clark and the Online Distributed Proofreading Team at http://www.pgd"
Gutenberg (PG-19),individual,2.494956905446954,46784,    Produced by John Bickers and Dagny      PIERRE GRASSOU   By Honore De Balzac    Translated by Ka
Gutenberg (PG-19),individual,1.0488089471929019,314546,    Produced by D. Alexander and the Online Distributed Proofreading Team at http://www.pgdp.net (Th
Gutenberg (PG-19),individual,2.3106220096909027,139095,"    Produced by Emmy, Juliet Sutherland and the Online Distributed Proofreading Team at http://www.p"
Gutenberg (PG-19),individual,1.5841559967452166,335259,    Produced by StevenGibbs and the Online Distributed Proofreading Team at http://www.pgdp.net     
Gutenberg (PG-19),individual,1.437033700507576,720957,"    Produced by Carlos Colon, Emmanuel Ackerman, University of Toronto and the Online Distributed Pr"
Gutenberg (PG-19),individual,1.7442520322589339,159173,    Produced by An Anonymous Volunteer      REBECCA MARY  By Annie Hamilton Donnell    Contents  I. 
Gutenberg (PG-19),individual,2.318252854109572,698286,"    Produced by Jeroen Hellingman, Jude Eylander, and the Online Distributed Proofreading Team at ht"
Ubuntu IRC,individual,1.8613719360479921,2610,#ubuntu-s390x 2016-05-17 <cpaelzer> xnox: I was helping beisner to install his base system for more 
Gutenberg (PG-19),individual,1.5004879499990282,69164,"    Produced by Juliet Sutherland, Emmy and the Online Distributed Proofreading Team at http://www.p"
Gutenberg (PG-19),individual,2.371604676819381,57824,"    Produced by Punch, or the London Charivari, Malcolm Farmer and the Online Distributed Proofreadi"
Gutenberg (PG-19),individual,2.1302193918648604,138017,"    Produced by Juliet Sutherland, Mary Meehan and the Online Distributed Proofreading Team at http:"
Ubuntu IRC,individual,2.4738850141309463,24827,"#ubuntu-discuss 2015-12-28 <EriC^^> people are like, i dont want this guy helping me he'll come and "
Gutenberg (PG-19),individual,1.8915458570921746,161758,"    Produced by Richard Hulse, Daniel Lowe and the Online Distributed Proofreading Team at http://ww"
Gutenberg (PG-19),individual,1.5811591531165126,229236,    Produced by David Widger from page images generously provided by Google Books          ON THE PL
Gutenberg (PG-19),individual,3.89555924913452,807911,"  E-text prepared by Suzanne Shell, Matthew Wheaton, and the Online Distributed Proofreading Team (h"
Ubuntu IRC,individual,1.8946192430862647,107,#ubuntu-youth 2013-04-19 <Noskcaj> does anyone online have testdrive installed? i need some bugs con
Ubuntu IRC,individual,1.4737538049028616,42158,#ubuntu-cloud 2011-03-07 <aliguori> http://paste.ubuntu.com/577177/ <- is carried for libvirt and is
Ubuntu IRC,individual,2.166294457023336,161123,#ubuntu-ir 2011-09-19 <Lham> bale <Nu^253r> vahid salam khoobi? <vahid> Nu^253r: salam na khoob nist
Gutenberg (PG-19),individual,3.9006534120366605,360928,"  E-text prepared by Suzanne Shell, Mary Meehan, and the Online Distributed Proofreading Team (http:"
Gutenberg (PG-19),individual,1.722630803987307,328949,    Produced by Ann Jury and the Online Distributed Proofreading Team at http://www.pgdp.net (This f
Ubuntu IRC,individual,1.6717422097220294,2572,#ubuntu-design 2012-05-07 <imnichol> join #ubuntu-uds-room-208 <imnichol> whoops #ubuntu-design 2012
Gutenberg (PG-19),individual,1.1633915874357652,223698,  This ebook was transcribed by Les Bowler         [Picture: . . . our artist was struck dumb with a
Ubuntu IRC,individual,2.856847709728018,3553,#ubuntu-ro 2011-04-18 <ny3blpb> salut la toti este cineva care are cunostinta in BD <nkn> aveti idee
Gutenberg (PG-19),individual,1.4013473133123038,62138,"    Produced by Adrian Mastronardi, Martin Pettit and the Online Distributed Proofreading Team at ht"
Ubuntu IRC,individual,2.2370821475302964,2461,#ubuntu-es-locos 2011-06-04 <SergioMeneses> buenas \o/ #ubuntu-es-locos 2011-06-05 <SergioMeneses> m
Gutenberg (PG-19),individual,1.7902429532629596,332038,"    Produced by Julia Miller, David Garcia and the Online Distributed Proofreading Team at http://ww"
Gutenberg (PG-19),individual,2.0624912434624063,588092,"    Produced by R. L. Garnett      POPULAR LECTURES ON ZOONOMIA, OR THE LAWS OF ANIMAL LIFE, IN HEAL"
Gutenberg (PG-19),individual,1.5467639227571088,70076,    Produced by An Anonymous Volunteer      THE WAY TO PEACE  By Margaret Deland          TO LORIN D
Gutenberg (PG-19),individual,1.5402650988996178,53193,"    Produced by Beth Constantine, David Starner, Charles Franks and the Online Distributed Proofread"
Gutenberg (PG-19),individual,1.5664107236377685,776513,"    Produced by Richard Tonsing, Wendy Bertsch and the Online Distributed Proofreading Team at http:"
Gutenberg (PG-19),individual,1.6774573521397207,1659569,"  E-text prepared by Jordan, Julia Neufeld, and the Online Distributed Proofreading Team (http://www"
Ubuntu IRC,individual,1.9811322493076842,3356221,#ubuntu-cn 2011-01-17 <Inode> none???????????? <Inode> xpmmåè®®é½æåªäºæ¨¡åå???? <Inode> æ
Gutenberg (PG-19),individual,2.0112784516173545,36294,"    Produced by Ron Burkey, and Amy Thomte      THE PHILOSOPHER'S JOKE  By Jerome K. Jerome  Author "
Gutenberg (PG-19),individual,3.5134004252143853,512135,"  E-text prepared by Suzanne Shell, Julia Neufeld, and the Online Distributed Proofreading Team (htt"
Ubuntu IRC,individual,2.3983199661272416,17513,#ubuntu-pt 2011-09-05 <FernandoMiguel> evening <ephan> boa noite <andretyn> boa #ubuntu-pt 2011-09-0
Gutenberg (PG-19),individual,2.085716464839382,489073,    Produced by Karen Lofstrom and PG Distributed Proofreaders     [Transcriber's note: The source t
Gutenberg (PG-19),individual,1.460073889933944,173237,"    Produced by Juliet Sutherland, Les Galloway and the Online Distributed Proofreading Team at http"
Gutenberg (PG-19),individual,3.3886734806461702,657298,"  E-text prepared by Susan Carr, Turgut Dincer, Charlene Taylor, and the Online Distributed Proofrea"
Gutenberg (PG-19),individual,1.7818614298007744,536504,"    Juliet Sutherland, Chuck Greif and the Online Distributed Proofreading Team at http://www.pgdp.n"
Gutenberg (PG-19),individual,1.009743368643528,338432,JUNCTION RAILWAY***   credit    This ebook was transcribed by Les Bowler.  [Picture: Vauxhall Statio
Gutenberg (PG-19),individual,2.327678319072797,74180,"    Produced by David Edwards, Ronnie Sahlberg, Joseph Cooper, and the Online Distributed Proofreadi"
Gutenberg (PG-19),individual,2.0915953216157384,271413,"    Produced by Anne Soulard, Tiffany Vergon, Joshua Hutchinson and the Online Distributed Proofread"
Gutenberg (PG-19),individual,1.5039628758666677,442812,"    Produced by Ben Beasley, Richard Prairie, Josephine Paolucci and the Online Distributed Proofrea"
Ubuntu IRC,individual,3.2106584980409383,72147,#ubuntu-uds-client-2 2013-03-05 * udsbotu changed the topic of #ubuntu-uds-client-2 to: Track: Clien
Gutenberg (PG-19),individual,2.065143361963637,419994,"    Produced by Henry Flower, Chris Curnow and the Online Distributed Proofreading Team at http://ww"
Gutenberg (PG-19),individual,1.5022487068782515,289108,  E-text prepared by D Alexander and the Online Distributed Proofreading Team (http://www.pgdp.net) 
Gutenberg (PG-19),individual,1.4500516076630159,866657,                             The New Irish Constitution                       An Exposition and Some
Gutenberg (PG-19),individual,1.4817343583657752,300441,"    Produced by Charles Bowen, from scans provided by the Web Archive     Source: Web Archive http:/"
Gutenberg (PG-19),individual,2.252941906752595,73139,    Produced by Sankar Viswanathan and the Online Distributed Proofreading Team at http://www.pgdp.n
Gutenberg (PG-19),individual,2.405111132508908,909009,"Project Gutenberg's Etext of 10,000 Dreams Interpreted, by Miller   Copyright laws are changing all "
Gutenberg (PG-19),individual,1.819949906835371,2436,    Produced by Jacqueline Jeremy and the Online Distributed Proofreading Team at http://www.pgdp.ne
Gutenberg (PG-19),individual,1.5900066810508209,551610,"    Produced by Barbara Tozier, Bill Tozier and the Online Distributed Proofreading Team at http://w"
Gutenberg (PG-19),individual,1.77630659486839,672892,"    Produced by Douglas L. Alley, III, Marcia Brooks, Colin Bell and the Online Distributed Proofrea"
Gutenberg (PG-19),individual,1.689964484324901,216082,"    Produced by Andrea Ball, Christine Bell & Marc D'Hooghe at http://www.freeliterature.org      IN"
Gutenberg (PG-19),individual,1.3574166161256558,1403267,    Produced by Julia Miller and the Online Distributed Proofreading Team at http://www.pgdp.net (Th
Gutenberg (PG-19),individual,1.3813929343264217,208568,"    Produced by David Starner, Diane Monico, and The Online Distributed Proofreading Team at http://"
Ubuntu IRC,individual,1.6246728074412564,25049,#ubuntu-bd 2011-05-07 <abdullah> thank u #ubuntu-bd 2016-05-02 <pavlushka> Morning Guys! <Kilos> hel
Gutenberg (PG-19),individual,1.2073264180520165,509450,"  Transcribed from the 1891 Macmillan and Co. edition by David Price, email ccx074@pglaf.org        "
Gutenberg (PG-19),individual,1.4800969079607493,559519,"     Transcribed from the 1896 Longmans Green and Company edition by David Price, email ccx074@coven"
Gutenberg (PG-19),individual,1.9326168270319546,729535,    Produced by Ron Swanson      LUTHER ON SIN AND THE FLOOD COMMENTARY ON GENESIS  BY  JOHN NICHOLA
Gutenberg (PG-19),individual,1.3018314088085814,290743,    Produced by Roger Frank and the Online Distributed Proofreading Team at http://www.pgdp.net     
Gutenberg (PG-19),individual,2.6422073169555387,644017,"    Produced by Barbara Tozier, Bill Tozier, Christine Aldridge and the Online Distributed Proofread"
Gutenberg (PG-19),individual,1.293589574701937,391599,"    Produced by Nick Hodson of London, England     The Mynns' Mystery By George Manville Fenn Publis"
Gutenberg (PG-19),individual,2.2986845285013806,21252,    Produced by David Widger       RED HEAD AND WHISTLE BREECHES  By Ellis Parker Butler  It is beli
Gutenberg (PG-19),individual,1.6187267989893999,327644,    Produced by Daniel Fromont.  HTML version by Al Haines.         COLLECTION  OF  BRITISH AUTHORS 
Ubuntu IRC,individual,1.68011781150869,315,#ubuntu-es-locos 2010-12-15  * alexneb saludo 0/  * alexneb me piro... ta luego ^^  * alexneb a cena
Ubuntu IRC,individual,3.467662323275277,89800,"#ubuntu-lt 2011-04-18 <mar> :) <shookees> hm, Ä¯domu <shookees> Evolution 3.0.0 iÅ¡ÄjÄs <shookees>"
Gutenberg (PG-19),individual,1.4270883924264237,135508,"    Produced by Walter Moore, James Linden and James Nugen     PINOCCHIO IN AFRICA  Translated from "
Gutenberg (PG-19),individual,1.5628706125872467,712815,    Produced by Chuck Greif and the Online Distributed Proofreading Team at http://www.pgdp.net (Thi
Gutenberg (PG-19),individual,1.1468211488824829,94767,"    Produced by Larry B. Harrison, Paul Marshall and the Online Distributed Proofreading Team at htt"
Gutenberg (PG-19),individual,1.7208152331119615,61555,"MAGNIFIQUES)***   E-text prepared by Delphine Lettau, Lee Chew Hung, and the Project Gutenberg Onlin"
Gutenberg (PG-19),individual,1.295412304489068,550651,"    Produced by Nick Hodson of London, England     Wild Life in a Southern County By Richard Jefferi"
Gutenberg (PG-19),individual,1.9730479277541406,434758,    Produced by Chris Curnow and the Online Distributed Proofreading Team at http://www.pgdp.net. (T
Ubuntu IRC,individual,3.033588175911687,194169,#ubuntu-us-pa 2011-03-28 <bts3685|vps> wow. there needs to be a more elegant way for keeping tracks 
Gutenberg (PG-19),individual,1.3081485829117194,515346,    Produced by Al Haines.                                     Dawn                              of 
Gutenberg (PG-19),individual,1.4713729570979677,465716,"    Produced by Charles Aldarondo, Charles Franks and the Online Distributed Proofreading Team      "
