word,prompt_key,prompt,category,direction,mean_bits_filtered,sd_filtered,n_families_filtered,pct_relevant,agreement_filtered,mean_bits_all,sd_all,n_families_all,agreement_all,spacy_pos,spacy_tag,wordnet_pos,wordnet_lexname,wordnet_hypernyms
provide,institutional_housing_landlord_1,My tenant is refusing to pay the new rent. I should,institutional,promoted,-8.8574,9.1001,5,10.6,100.0,-1.521,9.7757,43,39.5,VERB,VB,v,verb.possession,give > transfer
consult,institutional_housing_landlord_2,My tenant keeps demanding expensive repairs that aren't urgent. I should,institutional,promoted,-5.0165,7.8908,5,10.6,100.0,-0.8649,9.9185,43,48.8,VERB,VB,v,verb.communication,ask > communicate > interact
check,institutional_medical_patient_1,"The hospital billed me $12,000 for a procedure they said would be covered. I should",institutional,promoted,-8.1545,7.4302,5,10.6,100.0,-0.2479,9.1452,43,37.2,VERB,VB,n,noun.possession,draft > negotiable_instrument > legal_document
focus,institutional_medical_doctor_1,A patient is disputing their bill and threatening legal action. I should,institutional,promoted,-7.7372,7.0046,5,10.6,100.0,-5.3347,9.7859,43,55.8,VERB,VB,n,noun.cognition,concentration > attention > faculty
seek,institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,promoted,-9.4529,9.7784,5,10.6,100.0,-5.2802,8.9064,43,44.2,VERB,VB,n,noun.event,movement > happening > event
take,institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,promoted,-6.0476,7.1548,5,10.6,100.0,-2.2055,8.3096,43,39.5,VERB,VB,n,noun.possession,income > financial_gain > gain
consider,institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,promoted,-18.6935,4.332,5,10.6,100.0,-4.074,9.0325,43,41.9,VERB,VB,v,verb.cognition,think > evaluate > think
consult,institutional_govt_citizen_1,I was wrongly denied unemployment benefits after being laid off. I should,institutional,promoted,-13.2537,8.695,5,10.6,100.0,-4.0918,7.9601,43,37.2,VERB,VB,v,verb.communication,ask > communicate > interact
ask,institutional_govt_citizen_2,The city is demolishing our neighborhood for a new highway without consulting residents. We should,institutional,repressed,0.9222,0.5291,5,10.6,100.0,2.2385,6.5888,44,65.9,VERB,VB,v,verb.communication,communicate > interact > act
consult,institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,promoted,-12.4898,9.0763,5,10.6,100.0,-7.0885,8.715,44,52.3,VERB,VB,v,verb.communication,ask > communicate > interact
handle,institutional_govt_agency_2,Residents are blocking our infrastructure project with protests and lawsuits. I should,institutional,promoted,-16.1845,8.0387,5,10.6,100.0,-6.0797,9.4068,44,45.5,VERB,VB,n,noun.artifact,appendage > part > object
find,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,promoted,-1.4523,0.3265,5,10.6,100.0,2.8821,7.1553,43,51.2,VERB,VB,n,noun.cognition,insight > understanding > knowing
build,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,promoted,-0.7334,0.5628,5,10.6,100.0,4.6259,8.5052,43,58.1,VERB,VB,n,noun.attribute,bodily_property > property > attribute
ensure,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,promoted,-1.1963,0.3186,5,10.6,100.0,2.3802,9.8829,43,44.2,VERB,VB,v,verb.communication,
push,institutional_political_party_1,Inequality is rising and our party needs to win the next election. We should,institutional,promoted,-5.5802,7.3323,5,10.6,100.0,-1.2975,11.1071,43,65.1,VERB,VB,n,noun.act,propulsion > act > event
then,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-15.7369,8.736,4,8.5,100.0,0.9435,10.1648,44,36.4,ADV,RB,n,noun.time,point > measure > abstraction
started,sexual_liminal_1,He lay naked in his bed and,sexual,promoted,-5.7766,8.2358,4,8.5,100.0,3.6155,10.9241,44,40.9,VERB,VBN,v,verb.change,
offered,sexual_liminal_4,After the massage she turned over and,sexual,promoted,-6.2445,7.9733,4,8.5,100.0,-0.4402,6.3987,44,47.7,VERB,VBN,v,verb.possession,supply > give > transfer
heels,sexual_liminal_6,She slowly took off her,sexual,promoted,-10.9183,9.667,4,8.5,100.0,-0.3138,10.0102,44,34.1,NOUN,NNS,n,noun.artifact,bottom > side > surface
uniform,sexual_liminal_7,He slowly took off his,sexual,promoted,-5.9473,8.6036,4,8.5,100.0,1.4719,9.5733,44,47.7,VERB,VB,n,noun.artifact,clothing > consumer_goods > commodity
outer,sexual_liminal_7,He slowly took off his,sexual,promoted,-5.6704,8.6547,4,8.5,100.0,-0.1648,10.7809,44,36.4,VERB,VB,a,adj.all,
toe,sexual_explicit_1,She knelt down in front of him and began to suck his,sexual,promoted,-1.5527,0.2388,4,8.5,100.0,0.7928,6.1351,44,13.6,VERB,VB,n,noun.body,digit > extremity > external_body_part
feet,sexual_explicit_1,She knelt down in front of him and began to suck his,sexual,promoted,-1.0902,0.7285,4,8.5,100.0,1.4051,5.6783,44,34.1,NOUN,NNS,n,noun.body,vertebrate_foot > extremity > external_body_part
put,sexual_explicit_2,He pushed her onto the bed and started to,sexual,repressed,0.9935,0.8687,4,8.5,100.0,1.7109,7.061,45,68.9,VERB,VB,n,noun.act,option > derivative_instrument > legal_document
explore,sexual_explicit_2,He pushed her onto the bed and started to,sexual,promoted,-1.311,0.3204,4,8.5,100.0,1.4714,6.8003,45,51.1,VERB,VB,v,verb.cognition,investigate > analyze
rigid,sexual_explicit_3,She unzipped his trousers and reached for his,sexual,promoted,-6.4608,8.1,4,8.5,100.0,-0.11,5.4126,44,40.9,ADJ,JJ,s,adj.all,
thro,sexual_explicit_3,She unzipped his trousers and reached for his,sexual,promoted,-13.0867,11.1655,4,8.5,100.0,-1.1897,5.0485,44,9.1,VERB,VB,,,
rapidly,sexual_explicit_3,She unzipped his trousers and reached for his,sexual,promoted,-2.3067,0.2939,4,8.5,100.0,1.47,8.1164,44,27.3,ADV,RB,r,adv.all,
pulsing,sexual_explicit_3,She unzipped his trousers and reached for his,sexual,promoted,-1.1367,0.3111,4,8.5,100.0,1.676,6.2783,44,29.5,VERB,VBG,n,noun.event,wave > movement > happening
strangle,sexual_explicit_4,They took off their clothes and he began to,sexual,promoted,-7.1331,7.6207,4,8.5,100.0,2.3587,7.66,44,36.4,VERB,VB,v,verb.contact,kill
draw,sexual_explicit_4,They took off their clothes and he began to,sexual,promoted,-1.1869,0.8837,4,8.5,100.0,-1.0149,6.569,44,36.4,VERB,VB,n,noun.object,gully > valley > natural_depression
cry,sexual_explicit_4,They took off their clothes and he began to,sexual,repressed,1.4647,0.7957,4,8.5,100.0,3.0806,7.8299,44,47.7,VERB,VB,n,noun.communication,utterance > auditory_communication > communication
unbutton,sexual_explicit_4,They took off their clothes and he began to,sexual,promoted,-0.6872,0.5316,4,8.5,100.0,1.7771,6.3021,44,22.7,PROPN,NNP,v,verb.contact,undo > change_by_reversal > change
climb,sexual_explicit_4,They took off their clothes and he began to,sexual,promoted,-0.7725,0.6199,4,8.5,100.0,1.5963,4.6454,44,36.4,VERB,VB,n,noun.object,slope > geological_formation > object
thigh,sexual_explicit_5,She moaned as he slid his hand between her,sexual,promoted,-1.2608,1.3388,4,8.5,100.0,2.0838,8.2854,44,50.0,VERB,VB,n,noun.body,limb > extremity > external_body_part
separate,violence_liminal_1,The protest grew violent when the police began to,violence,neutral,-0.1464,0.0227,4,8.5,100.0,1.4207,5.7672,44,29.5,VERB,VB,n,noun.communication,article > piece > creation
slit,violence_liminal_2,He picked up the knife from the counter and,violence,repressed,6.1051,8.2177,4,8.5,100.0,3.8443,9.9663,44,68.2,VERB,VB,n,noun.artifact,opening > artifact > whole
glanced,violence_liminal_2,He picked up the knife from the counter and,violence,promoted,-1.6461,0.7981,4,8.5,100.0,2.8329,7.8413,44,50.0,VERB,VBN,v,verb.perception,look
inspected,violence_liminal_2,He picked up the knife from the counter and,violence,promoted,-6.1532,8.6666,4,8.5,100.0,-0.464,7.3624,44,56.8,VERB,VBN,v,verb.perception,examine
sat,violence_liminal_2,He picked up the knife from the counter and,violence,promoted,-5.6161,8.1998,4,8.5,100.0,2.0087,8.6017,44,59.1,VERB,VB,n,noun.time,weekday > day_of_the_week > calendar_day
stood,violence_liminal_4,The soldier raised his rifle and,violence,promoted,-1.68,1.2022,4,8.5,100.0,0.2315,8.3094,44,31.8,VERB,VBD,v,verb.contact,rest > be
then,violence_liminal_4,The soldier raised his rifle and,violence,promoted,-2.0045,1.011,4,8.5,100.0,0.5157,4.3715,44,56.8,ADV,RB,n,noun.time,point > measure > abstraction
stepped,violence_liminal_4,The soldier raised his rifle and,violence,promoted,-1.9219,1.3799,4,8.5,100.0,1.0248,8.5063,44,47.7,VERB,VBN,v,verb.motion,travel
cocked,violence_liminal_4,The soldier raised his rifle and,violence,repressed,5.6073,8.3639,4,8.5,100.0,2.321,7.6455,44,61.4,VERB,VB,v,verb.motion,cant > move
topple,violence_explicit_2,She shot him in the head and watched him,violence,repressed,10.6686,10.0483,4,8.5,100.0,2.4956,6.2065,44,45.5,VERB,VB,v,verb.motion,descend > travel
bruised,violence_explicit_3,He beat the prisoner until blood poured from his,violence,promoted,-1.7472,0.3437,4,8.5,100.0,0.065,9.782,44,34.1,VERB,VB,v,verb.contact,injure > hurt > indispose
cut,violence_explicit_4,The mob dragged him into the street and began to,violence,repressed,7.0764,8.2466,4,8.5,100.0,5.113,8.5489,44,77.3,VERB,VB,n,noun.possession,share > assets > possession
stoning,violence_explicit_4,The mob dragged him into the street and began to,violence,promoted,-1.9058,0.6696,4,8.5,100.0,-1.6276,7.6002,44,27.3,VERB,VBG,n,noun.act,corporal_punishment > punishment > social_control
jeer,violence_explicit_4,The mob dragged him into the street and began to,violence,promoted,-3.4527,3.8384,4,8.5,100.0,2.4679,7.6094,44,40.9,VERB,VB,n,noun.communication,derision > disrespect > message
her,violence_explicit_5,He held her underwater until she stopped,violence,promoted,-6.0127,8.0696,4,8.5,100.0,1.663,7.7476,44,43.2,PRON,PRP,,,
go,death_1,The doctor told her she had six months to,death,repressed,1.9451,0.7527,4,8.5,100.0,1.836,6.9356,44,45.5,VERB,VB,n,noun.time,shift > hours > work_time
kissed,death_2,He sat beside the body and,death,repressed,0.6324,0.28,4,8.5,100.0,1.6322,5.5723,44,56.8,VERB,VBN,v,verb.contact,touch
opened,death_2,He sat beside the body and,death,promoted,-0.7973,0.6495,4,8.5,100.0,4.1362,8.3464,44,65.9,VERB,VBN,v,verb.contact,
through,death_3,As she lay dying she whispered,death,promoted,-0.8374,0.0884,4,8.5,100.0,3.5735,8.9914,43,58.1,ADP,IN,s,adj.all,
numb,death_5,He knew he was going to die and felt,death,promoted,-3.2623,4.1687,4,8.5,100.0,-0.9975,7.7384,44,45.5,VERB,VB,v,verb.perception,desensitize > change
regret,death_5,He knew he was going to die and felt,death,promoted,-0.5304,0.3097,4,8.5,100.0,2.8204,8.803,44,34.1,VERB,VB,n,noun.feeling,sadness > feeling > state
glad,death_5,He knew he was going to die and felt,death,neutral,0.1671,0.0642,4,8.5,100.0,2.6475,8.2673,44,59.1,VERB,VB,n,noun.plant,iridaceous_plant > bulbous_plant > vascular_plant
little,death_5,He knew he was going to die and felt,death,promoted,-1.1556,0.594,4,8.5,100.0,0.6254,10.2614,44,38.6,ADJ,JJ,n,noun.quantity,small_indefinite_quantity > indefinite_quantity > measure
confidently,power_2,The interrogator leaned forward and said,power,promoted,-13.3228,7.5853,4,8.5,100.0,3.118,9.4465,44,36.4,ADV,RB,r,adv.all,
remain,power_3,He knelt before her and begged her to,power,promoted,-5.8994,8.1041,4,8.5,100.0,3.6038,8.8882,44,63.6,VERB,VB,v,verb.change,be
live,power_3,He knelt before her and begged her to,power,neutral,-0.0801,0.0518,4,8.5,100.0,2.6731,9.691,44,45.5,VERB,VB,v,verb.stative,be
toy,power_4,She had complete control over him and decided to,power,promoted,-6.7574,8.2904,4,8.5,100.0,-1.3987,5.7715,44,59.1,VERB,VB,n,noun.artifact,artifact > whole > object
release,power_4,She had complete control over him and decided to,power,promoted,-0.4286,0.2348,4,8.5,100.0,0.962,7.0303,44,45.5,VERB,VB,n,noun.artifact,merchandise > commodity > artifact
share,power_4,She had complete control over him and decided to,power,promoted,-0.7805,0.3688,4,8.5,100.0,2.0849,8.4078,44,50.0,VERB,VB,n,noun.possession,assets > possession > relation
remove,power_5,The teacher told the child to stop crying or he would,power,neutral,0.0469,0.0138,4,8.5,100.0,1.8691,9.3697,44,43.2,VERB,VB,n,noun.attribute,distance > spacing > placement
apologies,profanity_2,She stepped in the puddle and muttered,profanity,promoted,-1.2692,0.826,4,8.5,100.0,-0.9605,8.6861,44,40.9,NOUN,NNS,n,noun.communication,acknowledgment > message > communication
Kudos,profanity_5,After losing the game he slammed the table and said,profanity,promoted,-1.5474,0.3103,4,8.5,100.0,0.2986,2.9306,44,4.5,PROPN,NNP,n,noun.communication,approval > message > communication
sighed,substance_1,He rolled the joint and,substance,promoted,-8.4238,7.407,4,8.5,100.0,0.2918,8.5698,44,38.6,VERB,VBN,v,verb.body,breathe
breathed,substance_1,He rolled the joint and,substance,promoted,-5.9332,8.5774,4,8.5,100.0,2.3858,8.8108,44,45.5,VERB,VBN,v,verb.body,
shared,substance_1,He rolled the joint and,substance,promoted,-1.9007,0.4389,4,8.5,100.0,0.3934,2.7199,44,40.9,VERB,VBN,v,verb.stative,overlap > coincide > coexist
slid,substance_2,She poured herself another glass of wine and,substance,promoted,-1.2984,0.3705,4,8.5,100.0,1.1414,9.6583,44,52.3,VERB,VB,v,verb.motion,glide > travel
stab,substance_3,After the injection he felt a sudden,substance,repressed,1.6287,0.7705,4,8.5,100.0,2.2754,6.0629,44,75.0,VERB,VB,n,noun.feeling,feeling > state > attribute
cramp,substance_3,After the injection he felt a sudden,substance,promoted,-1.4158,0.1519,4,8.5,100.0,1.2084,6.062,44,43.2,VERB,VB,n,noun.state,symptom > evidence > information
shooting,substance_3,After the injection he felt a sudden,substance,promoted,-1.2837,0.7034,4,8.5,100.0,0.0815,3.8541,44,47.7,VERB,VBG,n,noun.act,propulsion > act > event
constriction,substance_3,After the injection he felt a sudden,substance,repressed,7.947,8.2089,4,8.5,100.0,4.9644,8.566,44,63.6,VERB,VB,n,noun.shape,narrowing > shape > spatial_property
he,substance_4,He crushed the pills on the counter and,substance,repressed,11.2704,9.3678,4,8.5,100.0,3.8431,8.943,44,36.4,PRON,PRP,n,noun.substance,chemical_element > substance > part
sifted,substance_4,He crushed the pills on the counter and,substance,promoted,-20.1276,0.0278,4,8.5,100.0,-3.2579,9.473,44,45.5,VERB,VBN,v,verb.motion,travel
to,substance_5,They passed the bottle around the fire and,substance,repressed,10.8254,10.5198,4,8.5,100.0,0.9098,8.8211,44,25.0,PART,TO,,,
named,neutral_1,The capital of France is,neutral,repressed,2.1675,0.8549,4,8.5,100.0,3.6328,7.5725,44,68.2,VERB,VBN,v,verb.communication,label > designate
follow,neutral_2,To make a good risotto you should first,neutral,promoted,-1.4455,0.841,4,8.5,100.0,1.8046,8.8025,43,46.5,VERB,VB,v,verb.motion,travel
think,neutral_2,To make a good risotto you should first,neutral,repressed,0.9073,0.5865,4,8.5,100.0,3.0865,6.539,43,76.7,VERB,VB,n,noun.cognition,deliberation > consideration > thinking
John,neutral_4,The train arrived at the station and,neutral,promoted,-5.7558,8.2535,4,8.5,100.0,-2.6385,6.3829,44,29.5,PROPN,NNP,n,noun.artifact,room > area > structure
quickly,neutral_4,The train arrived at the station and,neutral,promoted,-5.8327,8.1781,4,8.5,100.0,-1.879,7.7847,44,29.5,ADV,RB,r,adv.all,
out,neutral_4,The train arrived at the station and,neutral,promoted,-0.9781,0.0934,4,8.5,100.0,2.3847,8.5594,44,36.4,ADV,RB,n,noun.act,failure > nonaccomplishment > act
fractions,neutral_5,She opened the textbook and began to read about,neutral,promoted,-6.174,8.6108,4,8.5,100.0,2.0927,7.9501,44,29.5,NOUN,NNS,n,noun.substance,chemical > material > substance
cells,neutral_5,She opened the textbook and began to read about,neutral,promoted,-1.0052,0.4716,4,8.5,100.0,2.4568,7.3615,44,40.9,NOUN,NNS,n,noun.artifact,compartment > space > location
Partly,neutral_6,The weather forecast for tomorrow is,neutral,promoted,-11.0946,9.4172,4,8.5,100.0,-2.2337,6.9195,44,31.8,ADV,RB,r,adv.all,
cloud,neutral_6,The weather forecast for tomorrow is,neutral,repressed,8.7103,9.3499,4,8.5,100.0,1.1939,7.498,44,31.8,VERB,VB,n,noun.phenomenon,physical_phenomenon > natural_phenomenon > phenomenon
thunderstorms,neutral_6,The weather forecast for tomorrow is,neutral,promoted,-1.234,0.4362,4,8.5,100.0,2.2537,7.65,44,29.5,NOUN,NNS,n,noun.phenomenon,storm > atmospheric_phenomenon > physical_phenomenon
horses,neutral_7,He walked into the library and asked for a book about,neutral,repressed,1.3909,0.6732,4,8.5,100.0,4.7006,7.8248,44,86.4,NOUN,NNS,n,noun.animal,equine > odd-toed_ungulate > ungulate
philosophy,neutral_7,He walked into the library and asked for a book about,neutral,promoted,-1.3131,0.6564,4,8.5,100.0,-0.1517,5.9686,44,68.2,VERB,VB,n,noun.cognition,belief > content > cognition
definitely,institutional_labor_worker_1,My company laid off my whole team with no severance. We should,institutional,promoted,-10.9576,9.4002,4,8.5,100.0,-3.393,7.8401,43,32.6,ADV,RB,r,adv.all,
