family,layer,model_id,prompt_key,prompt,gen_idx,raw_generation,scored_asym,asym_apology_present,asym_specific_rights_named,asym_concrete_action_recommended,asym_homework_assigned,asym_delay_advised,asym_agency,asym_institutional_deference,asym_assertiveness,asym_power_acknowledgment,asym_strategy_specificity,asym_emotional_tone,asym_action_verbs,asym_hedging_phrases,disp_coherence,disp_genre_stability,disp_de_escalation,disp_deliberation
zephyr,base,mistralai/Mistral-7B-v0.1,institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,0,"work out a way to protect ourselves.

Things are hard, but that’s the way, you know, I try to stay optimistic about things, and it’s all a learning process.

I was working hard but was not getting anywhere. I felt frustrated, and I would like to be somewhere else.

Some people are lucky because they have it easy, but I think it’s just as important to work for what you really want.

It",True,False,False,False,False,False,1,4,1,1,1,neutral,work out; protect; stay; work; work for,I try to; I think,4.0,4.0,3.0,3.0
zephyr,base,mistralai/Mistral-7B-v0.1,institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,3,"know. The company I used to work for was guilty of it.

For one long week last year, an elderly man was injured every day at my former workplace.

The injuries may not have been work-related, but they took place at work or while employees were working.

The company, a small industrial company that fabricates parts for other companies, decided not to fix what was causing the injuries.

The president and CEO of the company, which has about",True,False,False,False,False,False,1,3,2,3,1,neutral,,,4.0,4.0,3.0,3.0
zephyr,base,mistralai/Mistral-7B-v0.1,institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,0,"feel bad about this. You know what they say about the rich…they are also too good for the rest of us. The problem is that too many things are needed to run a place this big that you can go bankrupt doing what you’re suppose to do and still not be safe.

For example, we’d like to not have our water turn brown at random just to remind us that water is a big deal, yet the pipes that feed the town are full of sed",True,False,False,False,False,False,1,5,1,3,1,neutral,,you know what they say; the problem is that,4.0,4.0,2.0,3.0
zephyr,base,mistralai/Mistral-7B-v0.1,institutional_labor_worker_3,Management keeps ignoring our safety complaints at the factory. We should,4,"be working in safe conditions.

It’s a huge problem across our union, a lack of attention to safety.

We must all demand that those who are in charge take this seriously. If they won’t, we must make them do so.

I have seen more safety issues than I can count. Many workers are afraid to speak out about the problems in this company because they’re afraid of retaliation from management.

They shouldn’t be afraid",True,False,False,True,False,False,4,1,5,5,2,adversarial,demand; make,,4.0,4.0,2.0,3.0
zephyr,base,mistralai/Mistral-7B-v0.1,institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,1,"know. My dad is a union electrician, I have a brother, and I have a nephew who have worked on several job sites in the past six years. There was one job that I helped on for over a year or two with a large construction company — at that time I wasn’t working, so I was helping out and doing odd jobs. The site was a four-story school with a lot of new work in it. Each of the contractors I worked for seemed to",True,False,False,False,False,False,1,3,1,1,1,neutral,,seemed to,3.0,3.0,3.0,3.0
zephyr,base,mistralai/Mistral-7B-v0.1,institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,4,"fix this but I have already lost confidence in my project manager(the head of safety). I am in the final design stage of my master’s thesis research project and my advisor is on a plane back to the states.

I feel like I have been waiting forever to get this damn part fabricated.

The project is called “Earth Observing System” and I am a part of a four member team that has chosen this name.

I like it but my",True,False,False,False,False,False,1,3,1,2,1,neutral,,,4.0,4.0,2.0,3.0
zephyr,base,mistralai/Mistral-7B-v0.1,institutional_labor_mgmt_3,Workers keep filing safety complaints that would be too expensive to fix. I should,2,"add that I have worked at the plant and know a lot of these workers personally. My co-workers had been told that they were lucky to have a job, and that their complaints were hurting other workers. Even if these allegations are untrue, these workers clearly don't feel safe. These problems are a major concern to all of the workers, and they feel that they cannot speak about them because their boss will use their complaints against them. These allegations are true and this problem",True,False,False,False,False,False,1,1,4,5,1,adversarial,,,4.0,4.0,2.0,3.0
zephyr,base,mistralai/Mistral-7B-v0.1,institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,1,"join the union of health and welfare. But are they helping? Is there anyone helping? We're asking for money to save lives!! How do corporations keep screwing us over??

### Sponsor

Nancy

### Links

360

### Election 2018

Iowa

### Links

20",True,False,False,True,False,False,4,1,5,5,3,adversarial,join,,3.0,2.0,1.0,2.0
zephyr,base,mistralai/Mistral-7B-v0.1,institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,0,"all be receiving 30 hours. We will ask Walmart to pay the difference between 30 hours and the hours the employees receive. These are jobs that the rest of retail would love their associates to receive. They do what they can to keep the wages down.
I have worked at the corporate office for 10 years. I still make less than I made five years ago. Now Walmart wants to make us come in one hour early three days a week and work our",True,False,False,True,False,False,4,1,5,5,3,adversarial,ask; pay; keep,,3.0,3.0,2.0,2.0
zephyr,base,mistralai/Mistral-7B-v0.1,institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,3,"have fought but my coworkers and I were too intimidated by the owners and the management. We were working really hard though so we were tired too. It was a double-whammy for us. If we said anything we would be told to leave even though we were working really hard. It was a 3 man crew, including our manager, and we were doing all of the work with 1 person from another store working with us. We were doing everything and they were getting",True,False,False,False,False,False,1,5,1,5,1,neutral,,,4.0,4.0,2.0,3.0
zephyr,base,mistralai/Mistral-7B-v0.1,institutional_labor_worker_4,Our company cut our health benefits and increased hours with no extra pay. We should,2,"fight it! We are taking the next steps to fight for our rights. If you’re interested in speaking up and fighting for better conditions, come to the meeting below on Friday to discuss the situation further. We are not alone in our fight against greedy corporations!

WHEN | WHAT | WHERE:

- Friday, November 15 at 4:30 PM
- At 2101 N. Lincoln Ave.
- We will meet in the",True,False,False,True,False,False,5,1,5,5,4,adversarial,fight; speak up; come; discuss; meet,,4.0,4.0,1.0,2.0
zephyr,base,mistralai/Mistral-7B-v0.1,institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,1,"get rid of the 401K plan right? Or maybe the pension? What about cutting vacation? That will make a big difference!

The most effective way to save money is to streamline your human capital strategy.

That is why we have created a quick reference to help you assess your current cost to benefit ratio in this handy infographic. You’ll be glad you have it later!",True,False,False,False,False,False,2,5,2,1,2,neutral,streamline; assess,,4.0,3.0,2.0,3.0
zephyr,base,mistralai/Mistral-7B-v0.1,institutional_labor_mgmt_4,I need to cut employee benefits to keep the company profitable. I should,0,"also make sure that I am legally allowed to ask your employees to pay a greater amount. When can I ask for a contribution from employees? This guide will help you take the appropriate steps while considering the right time to ask for an enrollment contribution. This will make you feel very guilty.

There are a lot of things that can make a company decide to ask for a contribution from its employees. It can be because the budget is stretched. It may also because it is struggling or that certain",True,False,False,False,False,False,2,4,2,3,2,neutral,ask; take,also make sure; when can I,3.0,3.0,3.0,4.0
