prompt_id,model,n
sexual_explicit_3,tiiuae/Falcon3-1B-Base,8
sexual_explicit_3,tiiuae/Falcon3-1B-Instruct,8
sexual_explicit_3,tiiuae/Falcon3-3B-Base,8
sexual_explicit_3,tiiuae/Falcon3-3B-Instruct,8
sexual_explicit_3,tiiuae/Falcon3-7B-Base,8
sexual_explicit_3,tiiuae/Falcon3-7B-Instruct,8
sexual_explicit_3,tiiuae/Falcon3-Mamba-7B-Base,8
sexual_explicit_3,tiiuae/Falcon3-Mamba-7B-Instruct,8
sexual_explicit_3,tiiuae/falcon-mamba-7b,8
sexual_explicit_3,tiiuae/falcon-mamba-7b-instruct,8
sexual_explicit_3,togethercomputer/RedPajama-INCITE-7B-Chat,8
sexual_explicit_3,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,8
sexual_explicit_3,zai-org/glm-4-9b-chat-hf,8
sexual_explicit_3,zai-org/glm-4-9b-hf,8
sexual_explicit_4,01-ai/Yi-1.5-9B,8
sexual_explicit_4,01-ai/Yi-1.5-9B-Chat,8
sexual_explicit_4,EleutherAI/pythia-6.9b,100
sexual_explicit_4,HuggingFaceH4/mistral-7b-sft-beta,100
sexual_explicit_4,HuggingFaceH4/zephyr-7b-beta,100
sexual_explicit_4,HuggingFaceH4/zephyr-7b-beta:continue,3
sexual_explicit_4,HuggingFaceTB/SmolLM2-360M,100
sexual_explicit_4,HuggingFaceTB/SmolLM2-360M-Instruct,100
sexual_explicit_4,LLM360/Amber,100
sexual_explicit_4,LLM360/AmberChat,100
sexual_explicit_4,LLM360/AmberSafe,100
sexual_explicit_4,PKU-Alignment/alpaca-7b-reproduced,5
sexual_explicit_4,PKU-Alignment/beaver-7b-v1.0,5
sexual_explicit_4,Qwen/Qwen2.5-0.5B,100
sexual_explicit_4,Qwen/Qwen2.5-0.5B-Instruct,100
sexual_explicit_4,Qwen/Qwen2.5-7B,100
sexual_explicit_4,Qwen/Qwen2.5-7B-Instruct,100
sexual_explicit_4,Qwen/Qwen2.5-7B-Instruct:continue,3
sexual_explicit_4,Qwen/Qwen3-8B,8
sexual_explicit_4,Qwen/Qwen3-8B-Base,8
sexual_explicit_4,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8
sexual_explicit_4,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,8
sexual_explicit_4,allenai/Llama-3.1-Tulu-3-8B-DPO,100
sexual_explicit_4,allenai/Llama-3.1-Tulu-3-8B-DPO:continue,3
sexual_explicit_4,allenai/Llama-3.1-Tulu-3-8B-SFT,3
sexual_explicit_4,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,100
sexual_explicit_4,allenai/Llama-3.1-Tulu-3.1-8B,100
sexual_explicit_4,allenai/OLMo-2-0425-1B,100
sexual_explicit_4,allenai/OLMo-2-0425-1B-DPO,100
sexual_explicit_4,allenai/OLMo-2-0425-1B-Instruct,100
sexual_explicit_4,allenai/OLMo-2-0425-1B-SFT,100
sexual_explicit_4,allenai/Olmo-3-1025-7B,100
sexual_explicit_4,allenai/Olmo-3-7B-Instruct,100
sexual_explicit_4,allenai/Olmo-3-7B-Instruct-DPO,100
sexual_explicit_4,allenai/Olmo-3-7B-Instruct-DPO:continue,3
sexual_explicit_4,allenai/Olmo-3-7B-Instruct-SFT,100
sexual_explicit_4,anthropic/claude-haiku-4-5,100
sexual_explicit_4,anthropic/claude-haiku-4-5-raw,100
sexual_explicit_4,anthropic/claude-sonnet-4-6,100
sexual_explicit_4,anthropic/claude-sonnet-4-6-raw,100
sexual_explicit_4,bigscience/bloom-7b1,8
sexual_explicit_4,bigscience/bloomz-7b1,8
sexual_explicit_4,deepseek-ai/deepseek-llm-7b-base,100
sexual_explicit_4,deepseek-ai/deepseek-llm-7b-chat,100
sexual_explicit_4,deepseek-ai/deepseek-llm-7b-chat:continue,3
sexual_explicit_4,deepseek/deepseek-chat,100
sexual_explicit_4,deepseek/deepseek-chat-raw,100
sexual_explicit_4,google/gemini-2.5-flash,1
sexual_explicit_4,huggyllama/llama-7b,5
sexual_explicit_4,lomahony/eleuther-pythia6.9b-hh-dpo,100
sexual_explicit_4,lomahony/eleuther-pythia6.9b-hh-sft,100
sexual_explicit_4,m-a-p/CT-LLM-Base,8
sexual_explicit_4,m-a-p/CT-LLM-SFT-DPO,8
sexual_explicit_4,m-a-p/neo_7b,8
sexual_explicit_4,m-a-p/neo_7b_instruct_v0.1,8
sexual_explicit_4,meta-llama/Llama-3.1-8B,100
sexual_explicit_4,meta-llama/Llama-3.1-8B-Instruct,100
sexual_explicit_4,meta-llama/Llama-3.1-8B-Instruct:continue,3
sexual_explicit_4,mistralai/Mistral-7B-v0.1,100
sexual_explicit_4,openai/gpt-4o-mini,100
sexual_explicit_4,openai/gpt-4o-mini-raw,100
sexual_explicit_4,openbmb/MiniCPM5-1B,8
sexual_explicit_4,openbmb/MiniCPM5-1B-Base,8
sexual_explicit_4,stabilityai/stablelm-2-1_6b,8
sexual_explicit_4,stabilityai/stablelm-2-zephyr-1_6b,8
sexual_explicit_4,tiiuae/Falcon-H1-1.5B-Base,8
sexual_explicit_4,tiiuae/Falcon-H1-1.5B-Instruct,8
sexual_explicit_4,tiiuae/Falcon-H1-7B-Base,8
sexual_explicit_4,tiiuae/Falcon-H1-7B-Instruct,8
sexual_explicit_4,tiiuae/Falcon3-10B-Base,8
sexual_explicit_4,tiiuae/Falcon3-10B-Instruct,8
sexual_explicit_4,tiiuae/Falcon3-1B-Base,8
sexual_explicit_4,tiiuae/Falcon3-1B-Instruct,8
sexual_explicit_4,tiiuae/Falcon3-3B-Base,8
sexual_explicit_4,tiiuae/Falcon3-3B-Instruct,8
sexual_explicit_4,tiiuae/Falcon3-7B-Base,8
sexual_explicit_4,tiiuae/Falcon3-7B-Instruct,8
sexual_explicit_4,tiiuae/Falcon3-Mamba-7B-Base,8
sexual_explicit_4,tiiuae/Falcon3-Mamba-7B-Instruct,8
sexual_explicit_4,tiiuae/falcon-mamba-7b,8
sexual_explicit_4,tiiuae/falcon-mamba-7b-instruct,8
sexual_explicit_4,togethercomputer/RedPajama-INCITE-7B-Chat,8
sexual_explicit_4,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,8
sexual_explicit_4,zai-org/glm-4-9b-chat-hf,8
sexual_explicit_4,zai-org/glm-4-9b-hf,8
sexual_explicit_5,01-ai/Yi-1.5-9B,8
sexual_explicit_5,01-ai/Yi-1.5-9B-Chat,8
sexual_explicit_5,EleutherAI/pythia-6.9b,100
sexual_explicit_5,HuggingFaceH4/mistral-7b-sft-beta,100
sexual_explicit_5,HuggingFaceH4/zephyr-7b-beta,100
sexual_explicit_5,HuggingFaceH4/zephyr-7b-beta:continue,3
sexual_explicit_5,HuggingFaceTB/SmolLM2-360M,100
sexual_explicit_5,HuggingFaceTB/SmolLM2-360M-Instruct,100
sexual_explicit_5,LLM360/Amber,100
sexual_explicit_5,LLM360/AmberChat,100
sexual_explicit_5,LLM360/AmberSafe,100
sexual_explicit_5,PKU-Alignment/alpaca-7b-reproduced,5
sexual_explicit_5,PKU-Alignment/beaver-7b-v1.0,5
sexual_explicit_5,Qwen/Qwen2.5-0.5B,100
sexual_explicit_5,Qwen/Qwen2.5-0.5B-Instruct,100
sexual_explicit_5,Qwen/Qwen2.5-7B,100
sexual_explicit_5,Qwen/Qwen2.5-7B-Instruct,100
sexual_explicit_5,Qwen/Qwen2.5-7B-Instruct:continue,3
sexual_explicit_5,Qwen/Qwen3-8B,8
sexual_explicit_5,Qwen/Qwen3-8B-Base,8
sexual_explicit_5,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8
sexual_explicit_5,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,8
sexual_explicit_5,allenai/Llama-3.1-Tulu-3-8B-DPO,100
sexual_explicit_5,allenai/Llama-3.1-Tulu-3-8B-DPO:continue,3
sexual_explicit_5,allenai/Llama-3.1-Tulu-3-8B-SFT,3
sexual_explicit_5,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,100
sexual_explicit_5,allenai/Llama-3.1-Tulu-3.1-8B,100
sexual_explicit_5,allenai/OLMo-2-0425-1B,100
sexual_explicit_5,allenai/OLMo-2-0425-1B-DPO,100
sexual_explicit_5,allenai/OLMo-2-0425-1B-Instruct,100
sexual_explicit_5,allenai/OLMo-2-0425-1B-SFT,100
sexual_explicit_5,allenai/Olmo-3-1025-7B,100
sexual_explicit_5,allenai/Olmo-3-7B-Instruct,100
sexual_explicit_5,allenai/Olmo-3-7B-Instruct-DPO,100
sexual_explicit_5,allenai/Olmo-3-7B-Instruct-DPO:continue,3
sexual_explicit_5,allenai/Olmo-3-7B-Instruct-SFT,100
sexual_explicit_5,anthropic/claude-haiku-4-5,100
sexual_explicit_5,anthropic/claude-haiku-4-5-raw,100
sexual_explicit_5,anthropic/claude-sonnet-4-6,100
sexual_explicit_5,anthropic/claude-sonnet-4-6-raw,100
sexual_explicit_5,bigscience/bloom-7b1,8
sexual_explicit_5,bigscience/bloomz-7b1,8
sexual_explicit_5,deepseek-ai/deepseek-llm-7b-base,100
sexual_explicit_5,deepseek-ai/deepseek-llm-7b-chat,100
sexual_explicit_5,deepseek-ai/deepseek-llm-7b-chat:continue,3
sexual_explicit_5,deepseek/deepseek-chat,100
sexual_explicit_5,deepseek/deepseek-chat-raw,100
sexual_explicit_5,huggyllama/llama-7b,5
sexual_explicit_5,lomahony/eleuther-pythia6.9b-hh-dpo,100
sexual_explicit_5,lomahony/eleuther-pythia6.9b-hh-sft,100
sexual_explicit_5,m-a-p/CT-LLM-Base,8
sexual_explicit_5,m-a-p/CT-LLM-SFT-DPO,8
sexual_explicit_5,m-a-p/neo_7b,8
sexual_explicit_5,m-a-p/neo_7b_instruct_v0.1,8
sexual_explicit_5,meta-llama/Llama-3.1-8B,100
sexual_explicit_5,meta-llama/Llama-3.1-8B-Instruct,100
sexual_explicit_5,meta-llama/Llama-3.1-8B-Instruct:continue,3
sexual_explicit_5,mistralai/Mistral-7B-v0.1,100
sexual_explicit_5,openai/gpt-4o-mini,100
sexual_explicit_5,openai/gpt-4o-mini-raw,100
sexual_explicit_5,openbmb/MiniCPM5-1B,8
sexual_explicit_5,openbmb/MiniCPM5-1B-Base,8
sexual_explicit_5,stabilityai/stablelm-2-1_6b,8
sexual_explicit_5,stabilityai/stablelm-2-zephyr-1_6b,8
sexual_explicit_5,tiiuae/Falcon-H1-1.5B-Base,8
sexual_explicit_5,tiiuae/Falcon-H1-1.5B-Instruct,8
sexual_explicit_5,tiiuae/Falcon-H1-7B-Base,8
sexual_explicit_5,tiiuae/Falcon-H1-7B-Instruct,8
sexual_explicit_5,tiiuae/Falcon3-10B-Base,8
sexual_explicit_5,tiiuae/Falcon3-10B-Instruct,8
sexual_explicit_5,tiiuae/Falcon3-1B-Base,8
sexual_explicit_5,tiiuae/Falcon3-1B-Instruct,8
sexual_explicit_5,tiiuae/Falcon3-3B-Base,8
sexual_explicit_5,tiiuae/Falcon3-3B-Instruct,8
sexual_explicit_5,tiiuae/Falcon3-7B-Base,8
sexual_explicit_5,tiiuae/Falcon3-7B-Instruct,8
sexual_explicit_5,tiiuae/Falcon3-Mamba-7B-Base,8
sexual_explicit_5,tiiuae/Falcon3-Mamba-7B-Instruct,8
sexual_explicit_5,tiiuae/falcon-mamba-7b,8
sexual_explicit_5,tiiuae/falcon-mamba-7b-instruct,8
sexual_explicit_5,togethercomputer/RedPajama-INCITE-7B-Chat,8
sexual_explicit_5,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,8
sexual_explicit_5,zai-org/glm-4-9b-chat-hf,8
sexual_explicit_5,zai-org/glm-4-9b-hf,8
sexual_liminal_1,01-ai/Yi-1.5-9B,8
sexual_liminal_1,01-ai/Yi-1.5-9B-Chat,8
sexual_liminal_1,EleutherAI/pythia-6.9b,100
sexual_liminal_1,HuggingFaceH4/mistral-7b-sft-beta,100
sexual_liminal_1,HuggingFaceH4/zephyr-7b-beta,100
sexual_liminal_1,HuggingFaceH4/zephyr-7b-beta:continue,3
sexual_liminal_1,HuggingFaceTB/SmolLM2-360M,100
sexual_liminal_1,HuggingFaceTB/SmolLM2-360M-Instruct,100
sexual_liminal_1,LLM360/Amber,100
sexual_liminal_1,LLM360/AmberChat,100
sexual_liminal_1,LLM360/AmberSafe,100
sexual_liminal_1,PKU-Alignment/alpaca-7b-reproduced,5
sexual_liminal_1,PKU-Alignment/beaver-7b-v1.0,5
sexual_liminal_1,Qwen/Qwen2.5-0.5B,100
sexual_liminal_1,Qwen/Qwen2.5-0.5B-Instruct,100
sexual_liminal_1,Qwen/Qwen2.5-7B,100
sexual_liminal_1,Qwen/Qwen2.5-7B-Instruct,100
sexual_liminal_1,Qwen/Qwen2.5-7B-Instruct:continue,3
sexual_liminal_1,Qwen/Qwen3-8B,8
sexual_liminal_1,Qwen/Qwen3-8B-Base,8
sexual_liminal_1,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8
sexual_liminal_1,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,8
sexual_liminal_1,allenai/Llama-3.1-Tulu-3-8B-DPO,100
sexual_liminal_1,allenai/Llama-3.1-Tulu-3-8B-DPO:continue,3
sexual_liminal_1,allenai/Llama-3.1-Tulu-3-8B-SFT,3
sexual_liminal_1,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,100
sexual_liminal_1,allenai/Llama-3.1-Tulu-3.1-8B,100
sexual_liminal_1,allenai/OLMo-2-0425-1B,100
sexual_liminal_1,allenai/OLMo-2-0425-1B-DPO,100
sexual_liminal_1,allenai/OLMo-2-0425-1B-Instruct,100
sexual_liminal_1,allenai/OLMo-2-0425-1B-SFT,100
sexual_liminal_1,allenai/Olmo-3-1025-7B,100
sexual_liminal_1,allenai/Olmo-3-7B-Instruct,100
sexual_liminal_1,allenai/Olmo-3-7B-Instruct-DPO,100
sexual_liminal_1,allenai/Olmo-3-7B-Instruct-DPO:continue,3
sexual_liminal_1,allenai/Olmo-3-7B-Instruct-SFT,100
sexual_liminal_1,anthropic/claude-haiku-4-5,100
sexual_liminal_1,anthropic/claude-haiku-4-5-raw,100
sexual_liminal_1,anthropic/claude-sonnet-4-6,100
sexual_liminal_1,anthropic/claude-sonnet-4-6-raw,100
sexual_liminal_1,bigscience/bloom-7b1,8
sexual_liminal_1,bigscience/bloomz-7b1,8
sexual_liminal_1,deepseek-ai/deepseek-llm-7b-base,100
sexual_liminal_1,deepseek-ai/deepseek-llm-7b-chat,100
sexual_liminal_1,deepseek-ai/deepseek-llm-7b-chat:continue,3
sexual_liminal_1,deepseek/deepseek-chat,100
sexual_liminal_1,deepseek/deepseek-chat-raw,100
sexual_liminal_1,google/gemini-2.5-flash,1
sexual_liminal_1,huggyllama/llama-7b,5
sexual_liminal_1,lomahony/eleuther-pythia6.9b-hh-dpo,100
sexual_liminal_1,lomahony/eleuther-pythia6.9b-hh-sft,100
sexual_liminal_1,m-a-p/CT-LLM-Base,8
sexual_liminal_1,m-a-p/CT-LLM-SFT-DPO,8
sexual_liminal_1,m-a-p/neo_7b,8
sexual_liminal_1,m-a-p/neo_7b_instruct_v0.1,8
sexual_liminal_1,meta-llama/Llama-3.1-8B,100
sexual_liminal_1,meta-llama/Llama-3.1-8B-Instruct,100
sexual_liminal_1,meta-llama/Llama-3.1-8B-Instruct:continue,3
sexual_liminal_1,mistralai/Mistral-7B-v0.1,100
sexual_liminal_1,openai/gpt-4o-mini,100
sexual_liminal_1,openai/gpt-4o-mini-raw,100
sexual_liminal_1,openbmb/MiniCPM5-1B,8
sexual_liminal_1,openbmb/MiniCPM5-1B-Base,8
sexual_liminal_1,stabilityai/stablelm-2-1_6b,8
sexual_liminal_1,stabilityai/stablelm-2-zephyr-1_6b,8
sexual_liminal_1,tiiuae/Falcon-H1-1.5B-Base,8
sexual_liminal_1,tiiuae/Falcon-H1-1.5B-Instruct,8
sexual_liminal_1,tiiuae/Falcon-H1-7B-Base,8
sexual_liminal_1,tiiuae/Falcon-H1-7B-Instruct,8
sexual_liminal_1,tiiuae/Falcon3-10B-Base,8
sexual_liminal_1,tiiuae/Falcon3-10B-Instruct,8
sexual_liminal_1,tiiuae/Falcon3-1B-Base,8
sexual_liminal_1,tiiuae/Falcon3-1B-Instruct,8
sexual_liminal_1,tiiuae/Falcon3-3B-Base,8
sexual_liminal_1,tiiuae/Falcon3-3B-Instruct,8
sexual_liminal_1,tiiuae/Falcon3-7B-Base,8
sexual_liminal_1,tiiuae/Falcon3-7B-Instruct,8
sexual_liminal_1,tiiuae/Falcon3-Mamba-7B-Base,8
sexual_liminal_1,tiiuae/Falcon3-Mamba-7B-Instruct,8
sexual_liminal_1,tiiuae/falcon-mamba-7b,8
sexual_liminal_1,tiiuae/falcon-mamba-7b-instruct,8
sexual_liminal_1,togethercomputer/RedPajama-INCITE-7B-Chat,8
sexual_liminal_1,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,8
sexual_liminal_1,zai-org/glm-4-9b-chat-hf,8
sexual_liminal_1,zai-org/glm-4-9b-hf,8
sexual_liminal_2,01-ai/Yi-1.5-9B,8
sexual_liminal_2,01-ai/Yi-1.5-9B-Chat,8
sexual_liminal_2,EleutherAI/pythia-6.9b,100
sexual_liminal_2,HuggingFaceH4/mistral-7b-sft-beta,100
sexual_liminal_2,HuggingFaceH4/zephyr-7b-beta,100
sexual_liminal_2,HuggingFaceH4/zephyr-7b-beta:continue,3
sexual_liminal_2,HuggingFaceTB/SmolLM2-360M,100
sexual_liminal_2,HuggingFaceTB/SmolLM2-360M-Instruct,100
sexual_liminal_2,LLM360/Amber,100
sexual_liminal_2,LLM360/AmberChat,100
sexual_liminal_2,LLM360/AmberSafe,100
sexual_liminal_2,PKU-Alignment/alpaca-7b-reproduced,5
sexual_liminal_2,PKU-Alignment/beaver-7b-v1.0,5
sexual_liminal_2,Qwen/Qwen2.5-0.5B,100
sexual_liminal_2,Qwen/Qwen2.5-0.5B-Instruct,100
sexual_liminal_2,Qwen/Qwen2.5-7B,100
sexual_liminal_2,Qwen/Qwen2.5-7B-Instruct,100
sexual_liminal_2,Qwen/Qwen2.5-7B-Instruct:continue,3
sexual_liminal_2,Qwen/Qwen3-8B,8
sexual_liminal_2,Qwen/Qwen3-8B-Base,8
sexual_liminal_2,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8
sexual_liminal_2,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,8
sexual_liminal_2,allenai/Llama-3.1-Tulu-3-8B-DPO,100
sexual_liminal_2,allenai/Llama-3.1-Tulu-3-8B-DPO:continue,3
sexual_liminal_2,allenai/Llama-3.1-Tulu-3-8B-SFT,3
sexual_liminal_2,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,100
sexual_liminal_2,allenai/Llama-3.1-Tulu-3.1-8B,100
sexual_liminal_2,allenai/OLMo-2-0425-1B,100
sexual_liminal_2,allenai/OLMo-2-0425-1B-DPO,100
sexual_liminal_2,allenai/OLMo-2-0425-1B-Instruct,100
sexual_liminal_2,allenai/OLMo-2-0425-1B-SFT,100
sexual_liminal_2,allenai/Olmo-3-1025-7B,100
sexual_liminal_2,allenai/Olmo-3-7B-Instruct,100
sexual_liminal_2,allenai/Olmo-3-7B-Instruct-DPO,100
sexual_liminal_2,allenai/Olmo-3-7B-Instruct-DPO:continue,3
sexual_liminal_2,allenai/Olmo-3-7B-Instruct-SFT,100
sexual_liminal_2,anthropic/claude-haiku-4-5,100
sexual_liminal_2,anthropic/claude-haiku-4-5-raw,100
sexual_liminal_2,anthropic/claude-sonnet-4-6,100
sexual_liminal_2,anthropic/claude-sonnet-4-6-raw,100
sexual_liminal_2,bigscience/bloom-7b1,8
sexual_liminal_2,bigscience/bloomz-7b1,8
sexual_liminal_2,deepseek-ai/deepseek-llm-7b-base,100
sexual_liminal_2,deepseek-ai/deepseek-llm-7b-chat,100
sexual_liminal_2,deepseek-ai/deepseek-llm-7b-chat:continue,3
sexual_liminal_2,deepseek/deepseek-chat,100
sexual_liminal_2,deepseek/deepseek-chat-raw,100
sexual_liminal_2,google/gemini-2.5-flash,1
sexual_liminal_2,huggyllama/llama-7b,5
sexual_liminal_2,lomahony/eleuther-pythia6.9b-hh-dpo,100
sexual_liminal_2,lomahony/eleuther-pythia6.9b-hh-sft,100
sexual_liminal_2,m-a-p/CT-LLM-Base,8
sexual_liminal_2,m-a-p/CT-LLM-SFT-DPO,8
sexual_liminal_2,m-a-p/neo_7b,8
sexual_liminal_2,m-a-p/neo_7b_instruct_v0.1,8
sexual_liminal_2,meta-llama/Llama-3.1-8B,100
sexual_liminal_2,meta-llama/Llama-3.1-8B-Instruct,100
sexual_liminal_2,meta-llama/Llama-3.1-8B-Instruct:continue,3
sexual_liminal_2,mistralai/Mistral-7B-v0.1,100
sexual_liminal_2,openai/gpt-4o-mini,100
sexual_liminal_2,openai/gpt-4o-mini-raw,100
sexual_liminal_2,openbmb/MiniCPM5-1B,8
sexual_liminal_2,openbmb/MiniCPM5-1B-Base,8
sexual_liminal_2,stabilityai/stablelm-2-1_6b,8
sexual_liminal_2,stabilityai/stablelm-2-zephyr-1_6b,8
sexual_liminal_2,tiiuae/Falcon-H1-1.5B-Base,8
sexual_liminal_2,tiiuae/Falcon-H1-1.5B-Instruct,8
sexual_liminal_2,tiiuae/Falcon-H1-7B-Base,8
sexual_liminal_2,tiiuae/Falcon-H1-7B-Instruct,8
sexual_liminal_2,tiiuae/Falcon3-10B-Base,8
sexual_liminal_2,tiiuae/Falcon3-10B-Instruct,8
sexual_liminal_2,tiiuae/Falcon3-1B-Base,8
sexual_liminal_2,tiiuae/Falcon3-1B-Instruct,8
sexual_liminal_2,tiiuae/Falcon3-3B-Base,8
sexual_liminal_2,tiiuae/Falcon3-3B-Instruct,8
sexual_liminal_2,tiiuae/Falcon3-7B-Base,8
sexual_liminal_2,tiiuae/Falcon3-7B-Instruct,8
sexual_liminal_2,tiiuae/Falcon3-Mamba-7B-Base,8
sexual_liminal_2,tiiuae/Falcon3-Mamba-7B-Instruct,8
sexual_liminal_2,tiiuae/falcon-mamba-7b,8
sexual_liminal_2,tiiuae/falcon-mamba-7b-instruct,8
sexual_liminal_2,togethercomputer/RedPajama-INCITE-7B-Chat,8
sexual_liminal_2,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,8
sexual_liminal_2,zai-org/glm-4-9b-chat-hf,8
sexual_liminal_2,zai-org/glm-4-9b-hf,8
sexual_liminal_3,01-ai/Yi-1.5-9B,8
sexual_liminal_3,01-ai/Yi-1.5-9B-Chat,8
sexual_liminal_3,EleutherAI/pythia-6.9b,100
sexual_liminal_3,HuggingFaceH4/mistral-7b-sft-beta,100
sexual_liminal_3,HuggingFaceH4/zephyr-7b-beta,100
sexual_liminal_3,HuggingFaceH4/zephyr-7b-beta:continue,3
sexual_liminal_3,HuggingFaceTB/SmolLM2-360M,100
sexual_liminal_3,HuggingFaceTB/SmolLM2-360M-Instruct,100
sexual_liminal_3,LLM360/Amber,100
sexual_liminal_3,LLM360/AmberChat,100
sexual_liminal_3,LLM360/AmberSafe,100
sexual_liminal_3,PKU-Alignment/alpaca-7b-reproduced,5
sexual_liminal_3,PKU-Alignment/beaver-7b-v1.0,5
sexual_liminal_3,Qwen/Qwen2.5-0.5B,100
sexual_liminal_3,Qwen/Qwen2.5-0.5B-Instruct,100
sexual_liminal_3,Qwen/Qwen2.5-7B,100
sexual_liminal_3,Qwen/Qwen2.5-7B-Instruct,100
sexual_liminal_3,Qwen/Qwen2.5-7B-Instruct:continue,3
sexual_liminal_3,Qwen/Qwen3-8B,8
sexual_liminal_3,Qwen/Qwen3-8B-Base,8
sexual_liminal_3,TinyLlama/TinyLlama-1.1B-Chat-v1.0,8
sexual_liminal_3,TinyLlama/TinyLlama-1.1B-intermediate-step-1431k-3T,8
sexual_liminal_3,allenai/Llama-3.1-Tulu-3-8B-DPO,100
sexual_liminal_3,allenai/Llama-3.1-Tulu-3-8B-DPO:continue,3
sexual_liminal_3,allenai/Llama-3.1-Tulu-3-8B-SFT,3
sexual_liminal_3,allenai/Llama-3.1-Tulu-3-8B-SFT-no-safety-data,100
sexual_liminal_3,allenai/Llama-3.1-Tulu-3.1-8B,100
sexual_liminal_3,allenai/OLMo-2-0425-1B,100
sexual_liminal_3,allenai/OLMo-2-0425-1B-DPO,100
sexual_liminal_3,allenai/OLMo-2-0425-1B-Instruct,100
sexual_liminal_3,allenai/OLMo-2-0425-1B-SFT,100
sexual_liminal_3,allenai/Olmo-3-1025-7B,100
sexual_liminal_3,allenai/Olmo-3-7B-Instruct,100
sexual_liminal_3,allenai/Olmo-3-7B-Instruct-DPO,100
sexual_liminal_3,allenai/Olmo-3-7B-Instruct-DPO:continue,3
sexual_liminal_3,allenai/Olmo-3-7B-Instruct-SFT,100
sexual_liminal_3,anthropic/claude-haiku-4-5,100
sexual_liminal_3,anthropic/claude-haiku-4-5-raw,100
sexual_liminal_3,anthropic/claude-sonnet-4-6,100
sexual_liminal_3,anthropic/claude-sonnet-4-6-raw,100
sexual_liminal_3,bigscience/bloom-7b1,8
sexual_liminal_3,bigscience/bloomz-7b1,8
sexual_liminal_3,deepseek-ai/deepseek-llm-7b-base,100
sexual_liminal_3,deepseek-ai/deepseek-llm-7b-chat,100
sexual_liminal_3,deepseek-ai/deepseek-llm-7b-chat:continue,3
sexual_liminal_3,deepseek/deepseek-chat,100
sexual_liminal_3,deepseek/deepseek-chat-raw,100
sexual_liminal_3,huggyllama/llama-7b,5
sexual_liminal_3,lomahony/eleuther-pythia6.9b-hh-dpo,100
sexual_liminal_3,lomahony/eleuther-pythia6.9b-hh-sft,100
sexual_liminal_3,m-a-p/CT-LLM-Base,8
sexual_liminal_3,m-a-p/CT-LLM-SFT-DPO,8
sexual_liminal_3,m-a-p/neo_7b,8
sexual_liminal_3,m-a-p/neo_7b_instruct_v0.1,8
sexual_liminal_3,meta-llama/Llama-3.1-8B,100
sexual_liminal_3,meta-llama/Llama-3.1-8B-Instruct,100
sexual_liminal_3,meta-llama/Llama-3.1-8B-Instruct:continue,3
sexual_liminal_3,mistralai/Mistral-7B-v0.1,100
sexual_liminal_3,openai/gpt-4o-mini,100
sexual_liminal_3,openai/gpt-4o-mini-raw,100
sexual_liminal_3,openbmb/MiniCPM5-1B,8
sexual_liminal_3,openbmb/MiniCPM5-1B-Base,8
sexual_liminal_3,stabilityai/stablelm-2-1_6b,8
sexual_liminal_3,stabilityai/stablelm-2-zephyr-1_6b,8
sexual_liminal_3,tiiuae/Falcon-H1-1.5B-Base,8
sexual_liminal_3,tiiuae/Falcon-H1-1.5B-Instruct,8
sexual_liminal_3,tiiuae/Falcon-H1-7B-Base,8
sexual_liminal_3,tiiuae/Falcon-H1-7B-Instruct,8
sexual_liminal_3,tiiuae/Falcon3-10B-Base,8
sexual_liminal_3,tiiuae/Falcon3-10B-Instruct,8
sexual_liminal_3,tiiuae/Falcon3-1B-Base,8
sexual_liminal_3,tiiuae/Falcon3-1B-Instruct,8
sexual_liminal_3,tiiuae/Falcon3-3B-Base,8
sexual_liminal_3,tiiuae/Falcon3-3B-Instruct,8
sexual_liminal_3,tiiuae/Falcon3-7B-Base,8
sexual_liminal_3,tiiuae/Falcon3-7B-Instruct,8
sexual_liminal_3,tiiuae/Falcon3-Mamba-7B-Base,8
sexual_liminal_3,tiiuae/Falcon3-Mamba-7B-Instruct,8
sexual_liminal_3,tiiuae/falcon-mamba-7b,8
sexual_liminal_3,tiiuae/falcon-mamba-7b-instruct,8
sexual_liminal_3,togethercomputer/RedPajama-INCITE-7B-Chat,8
sexual_liminal_3,togethercomputer/RedPajama-INCITE-Base-7B-v0.1,8
